id,nama,email,tanggal_lahir,bulan_lahir,total_belanja,kota
1448,Tainaka Ritsu,tainaka.ritsu@gmail.com,1998-09-17,9,12820554,Tokyo
1449,Lucy Heartfilia,lucy.heartfilia@gmail.com,2007-06-22,6,1115999,Sapporo
1450,Takagi Wataru,takagi.wataru@gmail.com,2004-09-24,9,11420634,Uji
1451,Kudo Shinichi,kudo.shinichi@gmail.com,2001-09-13,9,16290316,Shibuya
1452,Levi Ackerman,levi.ackerman@gmail.com,1998-07-11,7,30792465,Sendai
1453,Akai Shuichi,akai.shuichi@gmail.com,1997-04-21,4,2759275,Sendai
1454,Mirajane Strauss,mirajane.strauss@gmail.com,1999-04-24,4,38289705,Osaka
1455,Ronove,ronove@gmail.com,1999-03-09,3,35445267,Kobe
1456,Amane Suzuha,amane.suzuha@gmail.com,2005-12-12,12,40529551,Rokkenjima
1457,Saito Sumire,saito.sumire@gmail.com,1996-12-15,12,23107374,Shinjuku
1458,Saito Sumire,saito.sumire@gmail.com,2006-09-28,9,29382601,Rokkenjima
1459,Gaap,gaap@gmail.com,1997-04-28,4,37458191,Magnolia
1460,Ushiromiya Kyrie,ushiromiya.kyrie@gmail.com,2000-03-04,3,43655212,Sendai
1461,Kato Yuko,kato.yuko@gmail.com,2000-09-27,9,9946738,Ikebukuro
1462,Mirajane Strauss,mirajane.strauss@gmail.com,2003-10-19,10,3823226,Sapporo
1463,Hakuba Saguru,hakuba.saguru@gmail.com,2007-07-15,7,26687951,Shinjuku
1464,Akiyama Mio,akiyama.mio@gmail.com,1997-11-08,11,41696769,Shibuya
1465,Makise Kurisu,makise.kurisu@gmail.com,1995-12-15,12,13941775,Sendai
1466,Juvia Lockser,juvia.lockser@gmail.com,2002-08-18,8,2194815,Tokyo
1467,Hattori Heiji,hattori.heiji@gmail.com,2002-01-12,1,39875572,Nagoya
1468,Mirajane Strauss,mirajane.strauss@gmail.com,2000-01-23,1,19901298,Kobe
1469,Virgilia,virgilia@gmail.com,2006-10-21,10,5582425,Magnolia
1470,Wendy Marvell,wendy.marvell@gmail.com,2004-09-24,9,34852057,Sapporo
1471,Hattori Heiji,hattori.heiji@gmail.com,2009-11-11,11,15588042,Sendai
1472,Ushiromiya Ange,ushiromiya.ange@gmail.com,2001-07-21,7,34239478,Yokohama
1473,Zeref Alvarez,zeref.alvarez@gmail.com,2008-01-05,1,9501860,Yokohama
1474,Kato Yuko,kato.yuko@gmail.com,2004-12-19,12,38541565,Uji
1475,Hirasawa Yui,hirasawa.yui@gmail.com,2001-12-07,12,25077145,Shibuya
1476,Igneel Dragneel,igneel.dragneel@gmail.com,1997-06-27,6,19572576,Hakone
1477,Zeref Alvarez,zeref.alvarez@gmail.com,2001-07-28,7,871625,Sapporo
1478,Okabe Rintarou,okabe.rintarou@gmail.com,2009-07-03,7,32540902,Beika
1479,Mirajane Strauss,mirajane.strauss@gmail.com,1996-08-05,8,42530012,Shibuya
1480,Toyama Kazuha,toyama.kazuha@gmail.com,1995-02-07,2,43782866,Kobe
1481,Sato Miwako,sato.miwako@gmail.com,1996-07-28,7,29769391,Yokohama
1482,Mikasa Ackerman,mikasa.ackerman@gmail.com,2000-12-02,12,2164415,Nagoya
1483,Virgilia,virgilia@gmail.com,2008-09-22,9,25785997,Uji
1484,Hakuba Saguru,hakuba.saguru@gmail.com,1996-12-28,12,43887055,Shinjuku
1485,Levi Ackerman,levi.ackerman@gmail.com,1997-06-18,6,4902739,Fukuoka
1486,Akai Shuichi,akai.shuichi@gmail.com,2008-08-09,8,24465562,Uji
1487,Historia Reiss,historia.reiss@gmail.com,1996-06-26,6,49761451,Akihabara
1488,Miyano Shiho,miyano.shiho@gmail.com,1998-06-02,6,26780686,Sendai
1489,Makise Kurisu,makise.kurisu@gmail.com,1997-10-20,10,19388039,Magnolia
1490,Hange Zoe,hange.zoe@gmail.com,2002-04-16,4,25531167,Kyoto
1491,Chiba Kazunobu,chiba.kazunobu@gmail.com,2009-07-20,7,19989110,Hakone
1492,Kuroba Kaito,kuroba.kaito@gmail.com,2001-02-03,2,9532203,Hakone
1493,Takagi Wataru,takagi.wataru@gmail.com,1997-07-04,7,45514867,Rokkenjima
1494,Ushiromiya Ange,ushiromiya.ange@gmail.com,1996-09-26,9,3662581,Sapporo
1495,Kotobuki Tsumugi,kotobuki.tsumugi@gmail.com,2001-05-13,5,18826479,Kyoto
1496,Hattori Heiji,hattori.heiji@gmail.com,1995-11-21,11,2146669,Sapporo
1497,Ushiromiya Eva,ushiromiya.eva@gmail.com,2003-04-01,4,4742637,Kobe
1498,Tainaka Ritsu,tainaka.ritsu@gmail.com,2003-02-26,2,5943244,Yokohama
1499,Kenny Ackerman,kenny.ackerman@gmail.com,1997-11-13,11,7225522,Rokkenjima
1500,Nakano Azusa,nakano.azusa@gmail.com,2008-09-08,9,21205615,Ikebukuro
1501,Kotobuki Tsumugi,kotobuki.tsumugi@gmail.com,2000-09-04,9,21146555,Hakone
1502,Wendy Marvell,wendy.marvell@gmail.com,2005-06-19,6,1887696,Beika
1503,Ushiromiya Rudolf,ushiromiya.rudolf@gmail.com,1995-01-02,1,24262192,Tokyo
1504,Kawashima Sapphire,kawashima.sapphire@gmail.com,1998-02-12,2,2084215,Fukuoka
1505,Layla Heartfilia,layla.heartfilia@gmail.com,2003-12-15,12,22725127,Uji
1506,Igneel Dragneel,igneel.dragneel@gmail.com,1999-09-21,9,43529323,Nagoya
1507,Akiyama Mio,akiyama.mio@gmail.com,1995-04-24,4,49101270,Nagoya
1508,Akai Shuichi,akai.shuichi@gmail.com,1999-03-27,3,34210750,Hakone
1509,Lucy Heartfilia,lucy.heartfilia@gmail.com,2002-12-20,12,20977954,Akihabara
1510,Ushiromiya Maria,ushiromiya.maria@gmail.com,2006-01-19,1,44963285,Kyoto
1511,Rogue Oro,rogue.oro@gmail.com,2006-11-07,11,41613393,Tokyo
1512,Yoshii Junna,yoshii.junna@gmail.com,2002-12-08,12,3499328,Yokohama
1513,Natsu Dragneel,natsu.dragneel@gmail.com,1996-12-11,12,37724848,Hakone
1514,Zeref Alvarez,zeref.alvarez@gmail.com,2008-11-22,11,25362896,Yokohama
1515,Juvia Lockser,juvia.lockser@gmail.com,2000-01-13,1,49220429,Osaka
1516,Gaap,gaap@gmail.com,2001-12-11,12,49404691,Magnolia
1517,Saito Sumire,saito.sumire@gmail.com,1999-09-28,9,7558350,Kyoto
1518,Sera Masumi,sera.masumi@gmail.com,2004-09-27,9,9700451,Sendai
1519,Megure Juzo,megure.juzo@gmail.com,1997-06-09,6,45094139,Shibuya
1520,Sera Masumi,sera.masumi@gmail.com,2001-11-03,11,29340683,Nagoya
1521,Takagi Wataru,takagi.wataru@gmail.com,1997-09-25,9,45038854,Fukuoka
1522,Amuro Tooru,amuro.tooru@gmail.com,2006-09-06,9,2273426,Beika
1523,Suzuki Jun,suzuki.jun@gmail.com,1996-11-01,11,4244733,Rokkenjima
1524,Ushiromiya Maria,ushiromiya.maria@gmail.com,1998-12-02,12,10846278,Shibuya
1525,Jean Kirstein,jean.kirstein@gmail.com,2005-02-05,2,210051,Nagoya
1526,Yamamura Misao,yamamura.misao@gmail.com,2009-09-09,9,15818296,Yokohama
1527,Kiryuu Moeka,kiryuu.moeka@gmail.com,1999-09-27,9,16545602,Shibuya
1528,Hakuba Saguru,hakuba.saguru@gmail.com,2006-08-19,8,42717601,Yokohama
1529,Erza Scarlet,erza.scarlet@gmail.com,2001-03-20,3,48951206,Hakone
1530,Tainaka Ritsu,tainaka.ritsu@gmail.com,1996-07-15,7,34962082,Nagoya
1531,Kenny Ackerman,kenny.ackerman@gmail.com,2005-08-02,8,37213948,Shinjuku
1532,Takagi Wataru,takagi.wataru@gmail.com,2002-09-17,9,31713528,Akihabara
1533,Toyama Kazuha,toyama.kazuha@gmail.com,1996-01-23,1,23765929,Fukuoka
1534,Tainaka Ritsu,tainaka.ritsu@gmail.com,2009-08-17,8,10722040,Osaka
1535,Lucy Heartfilia,lucy.heartfilia@gmail.com,2003-07-17,7,36183130,Kobe
1536,Makise Kurisu,makise.kurisu@gmail.com,2001-02-24,2,32946458,Kobe
1537,Yoroizuka Mizore,yoroizuka.mizore@gmail.com,1997-06-18,6,47349938,Shinjuku
1538,Mikasa Ackerman,mikasa.ackerman@gmail.com,2009-12-19,12,27139137,Yokohama
1539,Suzuki Sonoko,suzuki.sonoko@gmail.com,1997-05-10,5,14668106,Sendai
1540,Mikasa Ackerman,mikasa.ackerman@gmail.com,1996-09-01,9,7367336,Fukuoka
1541,Akiyama Mio,akiyama.mio@gmail.com,2005-10-10,10,26900650,Yokohama
1542,Bertolt Hoover,bertolt.hoover@gmail.com,2007-09-02,9,4542539,Akihabara
1543,Yokomizo Jugo,yokomizo.jugo@gmail.com,1995-04-17,4,8450446,Ikebukuro
1544,Natsu Dragneel,natsu.dragneel@gmail.com,2009-06-16,6,24353561,Beika
1545,Gaap,gaap@gmail.com,1996-02-04,2,49096090,Rokkenjima
1546,Kiryuu Moeka,kiryuu.moeka@gmail.com,2003-07-03,7,38434962,Ikebukuro
1547,Levy McGarden,levy.mcgarden@gmail.com,1995-09-15,9,16513685,Rokkenjima
1548,Ushiromiya Eva,ushiromiya.eva@gmail.com,2007-06-28,6,32042635,Beika
1549,Ushiromiya Eva,ushiromiya.eva@gmail.com,1997-07-20,7,31847727,Akihabara
1550,Goto Hazuki,goto.hazuki@gmail.com,2009-10-25,10,13031046,Osaka
1551,Reiner Braun,reiner.braun@gmail.com,1995-11-20,11,35694693,Fukuoka
1552,Gray Fullbuster,gray.fullbuster@gmail.com,1999-08-07,8,7854885,Kobe
1553,Tainaka Ritsu,tainaka.ritsu@gmail.com,2007-12-08,12,28689179,Hakone
1554,Oumae Kumiko,oumae.kumiko@gmail.com,2006-09-16,9,6770723,Tokyo
1555,Yoroizuka Mizore,yoroizuka.mizore@gmail.com,1999-01-03,1,1478906,Uji
1556,Igneel Dragneel,igneel.dragneel@gmail.com,1997-10-16,10,17208765,Rokkenjima
1557,Armin Arlert,armin.arlert@gmail.com,1998-02-06,2,16461939,Kobe
1558,Lucy Heartfilia,lucy.heartfilia@gmail.com,2002-06-12,6,49186431,Shibuya
1559,Yoroizuka Mizore,yoroizuka.mizore@gmail.com,1999-11-11,11,5916741,Kyoto
1560,Ushiromiya Rudolf,ushiromiya.rudolf@gmail.com,1995-12-05,12,13342987,Shibuya
1561,Juvia Lockser,juvia.lockser@gmail.com,1995-01-08,1,18147395,Magnolia
1562,Okabe Rintarou,okabe.rintarou@gmail.com,1997-05-11,5,19109878,Fukuoka
1563,Ushiromiya Maria,ushiromiya.maria@gmail.com,2006-09-27,9,41617235,Shinjuku
1564,Hange Zoe,hange.zoe@gmail.com,2004-03-23,3,16237491,Shinjuku
1565,Rogue Oro,rogue.oro@gmail.com,2008-10-22,10,45592121,Hakone
1566,Tsukamoto Shuuichi,tsukamoto.shuuichi@gmail.com,2005-11-10,11,29141949,Uji
1567,Farah Nae,farah.nae@gmail.com,2005-11-13,11,27597232,Kobe
1568,Toyama Kazuha,toyama.kazuha@gmail.com,2001-07-20,7,47671073,Ikebukuro
1569,Kisaki Eri,kisaki.eri@gmail.com,2004-12-24,12,21815091,Hakone
1570,Okabe Rintarou,okabe.rintarou@gmail.com,1998-11-26,11,41049127,Uji
1571,Reiner Braun,reiner.braun@gmail.com,2004-12-05,12,34251358,Shibuya
1572,Kasashima Nozomi,kasashima.nozomi@gmail.com,2002-02-08,2,19730968,Akihabara
1573,Shiina Mayuri,shiina.mayuri@gmail.com,2007-08-01,8,6485382,Sendai
1574,Eren Yeager,eren.yeager@gmail.com,2008-11-12,11,14075567,Magnolia
1575,Ronove,ronove@gmail.com,2000-01-19,1,11338413,Osaka
1576,Hattori Heiji,hattori.heiji@gmail.com,2009-09-11,9,12805557,Osaka
1577,Yamamura Misao,yamamura.misao@gmail.com,1997-07-22,7,6637936,Beika
1578,Haibara Ai,haibara.ai@gmail.com,2000-06-16,6,47632023,Uji
1579,Gajeel Redfox,gajeel.redfox@gmail.com,2000-09-08,9,49225042,Rokkenjima
1580,Hakuba Saguru,hakuba.saguru@gmail.com,2006-06-15,6,27034171,Tokyo
1581,Annie Leonhart,annie.leonhart@gmail.com,2009-08-24,8,8367156,Rokkenjima
1582,Armin Arlert,armin.arlert@gmail.com,2000-10-20,10,45989380,Nagoya
1583,Yokomizo Jugo,yokomizo.jugo@gmail.com,2003-11-23,11,18855885,Yokohama
1584,Wendy Marvell,wendy.marvell@gmail.com,1998-07-16,7,22304661,Shinjuku
1585,Okabe Rintarou,okabe.rintarou@gmail.com,2006-05-23,5,34149931,Tokyo
1586,Elfman Strauss,elfman.strauss@gmail.com,1999-09-05,9,2148334,Kyoto
1587,Hange Zoe,hange.zoe@gmail.com,2003-07-27,7,24650426,Ikebukuro
1588,Kasashima Nozomi,kasashima.nozomi@gmail.com,2006-05-15,5,18795117,Shinjuku
1589,Suzuki Sonoko,suzuki.sonoko@gmail.com,2003-04-28,4,38868850,Kyoto
1590,Kisaki Eri,kisaki.eri@gmail.com,1997-02-04,2,2978274,Kyoto
1591,Yokomizo Jugo,yokomizo.jugo@gmail.com,2003-01-04,1,24924292,Kobe
1592,Haibara Ai,haibara.ai@gmail.com,2002-05-12,5,45302672,Akihabara
1593,Erza Scarlet,erza.scarlet@gmail.com,1999-05-08,5,22738186,Ikebukuro
1594,Hakuba Saguru,hakuba.saguru@gmail.com,1998-06-25,6,43683868,Nagoya
1595,Hashida Itaru,hashida.itaru@gmail.com,2002-01-23,1,1934383,Fukuoka
1596,Okabe Rintarou,okabe.rintarou@gmail.com,1999-06-10,6,33002939,Sapporo
1597,Suzuki Jun,suzuki.jun@gmail.com,1995-03-22,3,30134651,Kyoto
1598,Kato Yuko,kato.yuko@gmail.com,1996-03-13,3,36774846,Ikebukuro
1599,Yokomizo Jugo,yokomizo.jugo@gmail.com,1995-03-03,3,42904040,Nagoya
1600,Farah Nae,farah.nae@gmail.com,1995-06-14,6,13682693,Akihabara
1601,Hashida Itaru,hashida.itaru@gmail.com,1999-12-26,12,22943891,Hakone
1602,Akiyama Mio,akiyama.mio@gmail.com,1998-05-08,5,43815762,Osaka
1603,Suzuki Jun,suzuki.jun@gmail.com,2007-10-05,10,12728604,Kobe
1604,Ushiromiya Ange,ushiromiya.ange@gmail.com,2004-11-27,11,37044693,Shinjuku
1605,Kasashima Nozomi,kasashima.nozomi@gmail.com,1995-04-27,4,21879590,Shibuya
1606,Kuroba Kaito,kuroba.kaito@gmail.com,1995-01-24,1,20589344,Beika
1607,Annie Leonhart,annie.leonhart@gmail.com,2001-12-20,12,11590780,Kyoto
1608,Erwin Smith,erwin.smith@gmail.com,2007-08-10,8,11554388,Kobe
1609,Zeref Alvarez,zeref.alvarez@gmail.com,2003-01-19,1,31391371,Akihabara
1610,Goto Hazuki,goto.hazuki@gmail.com,1999-02-06,2,26920796,Ikebukuro
1611,Kisaki Eri,kisaki.eri@gmail.com,1998-06-20,6,15808122,Akihabara
1612,Erza Scarlet,erza.scarlet@gmail.com,1998-11-25,11,30594047,Tokyo
1613,Erza Scarlet,erza.scarlet@gmail.com,2009-08-10,8,30334359,Nagoya
1614,Okabe Rintarou,okabe.rintarou@gmail.com,2007-12-28,12,39800377,Uji
1615,Kotobuki Tsumugi,kotobuki.tsumugi@gmail.com,1996-01-22,1,22189993,Tokyo
1616,Sasha Blouse,sasha.blouse@gmail.com,1996-07-24,7,46809885,Kobe
1617,Yokomizo Jugo,yokomizo.jugo@gmail.com,2009-06-07,6,5237019,Yokohama
1618,Urushibara Ruka,urushibara.ruka@gmail.com,2005-11-06,11,29457839,Kyoto
1619,Okabe Rintarou,okabe.rintarou@gmail.com,1995-02-22,2,44587946,Kobe
1620,Saito Sumire,saito.sumire@gmail.com,2006-12-04,12,6715822,Ikebukuro
1621,Igneel Dragneel,igneel.dragneel@gmail.com,2009-09-03,9,33779170,Rokkenjima
1622,Kousaka Reina,kousaka.reina@gmail.com,1996-11-15,11,49375201,Kyoto
1623,Akai Shuichi,akai.shuichi@gmail.com,2006-10-23,10,27521838,Uji
1624,Hange Zoe,hange.zoe@gmail.com,2000-01-15,1,48540345,Sendai
1625,Armin Arlert,armin.arlert@gmail.com,1999-08-27,8,5076572,Nagoya
1626,Elfman Strauss,elfman.strauss@gmail.com,2002-03-26,3,40307429,Ikebukuro
1627,Akiyama Mio,akiyama.mio@gmail.com,2007-12-21,12,21073473,Akihabara
1628,Wendy Marvell,wendy.marvell@gmail.com,2004-09-14,9,24484647,Tokyo
1629,Nakano Azusa,nakano.azusa@gmail.com,2000-07-26,7,37513711,Nagoya
1630,Rogue Oro,rogue.oro@gmail.com,2008-01-21,1,32975617,Tokyo
1631,Connie Springer,connie.springer@gmail.com,2008-01-27,1,3157807,Shinjuku
1632,Megure Juzo,megure.juzo@gmail.com,1995-01-17,1,19977755,Shibuya
1633,Historia Reiss,historia.reiss@gmail.com,2002-05-22,5,1248990,Kobe
1634,Kotobuki Tsumugi,kotobuki.tsumugi@gmail.com,1999-06-15,6,9101989,Kyoto
1635,Gaap,gaap@gmail.com,2006-12-23,12,18640429,Rokkenjima
1636,Miyano Shiho,miyano.shiho@gmail.com,2003-05-09,5,7271752,Sapporo
1637,Levi Ackerman,levi.ackerman@gmail.com,2001-05-03,5,18298108,Beika
1638,Layla Heartfilia,layla.heartfilia@gmail.com,2008-03-01,3,2163455,Uji
1639,Ushiromiya Battler,ushiromiya.battler@gmail.com,2009-07-11,7,10894220,Shinjuku
1640,Connie Springer,connie.springer@gmail.com,2001-08-02,8,34404686,Fukuoka
1641,Sting Eucliffe,sting.eucliffe@gmail.com,2004-11-13,11,40468545,Sendai
1642,Ushiromiya Maria,ushiromiya.maria@gmail.com,2004-11-04,11,1479203,Shibuya
1643,Zeref Alvarez,zeref.alvarez@gmail.com,1999-11-08,11,17136680,Sendai
1644,Farah Nae,farah.nae@gmail.com,1996-10-16,10,30867301,Osaka
1645,Sera Masumi,sera.masumi@gmail.com,2006-05-28,5,19425856,Nagoya
1646,Mirajane Strauss,mirajane.strauss@gmail.com,1998-03-21,3,613901,Shinjuku
1647,Hattori Heiji,hattori.heiji@gmail.com,2008-11-20,11,21064067,Yokohama
1648,Haibara Ai,haibara.ai@gmail.com,1996-02-25,2,4495930,Sendai
1649,Gaap,gaap@gmail.com,2001-08-02,8,16779241,Ikebukuro
1650,Jean Kirstein,jean.kirstein@gmail.com,1996-02-01,2,25493863,Akihabara
1651,Nakagawa Natsuki,nakagawa.natsuki@gmail.com,2003-04-22,4,15797383,Rokkenjima
1652,Okabe Rintarou,okabe.rintarou@gmail.com,1997-12-03,12,21098301,Osaka
1653,Erza Scarlet,erza.scarlet@gmail.com,2006-10-14,10,17038067,Magnolia
1654,Sera Masumi,sera.masumi@gmail.com,2001-11-16,11,42693927,Nagoya
1655,Oumae Kumiko,oumae.kumiko@gmail.com,2004-11-19,11,30626901,Rokkenjima
1656,Juvia Lockser,juvia.lockser@gmail.com,2003-11-11,11,38589854,Osaka
1657,Megure Juzo,megure.juzo@gmail.com,1997-12-26,12,24194883,Osaka
1658,Toyama Kazuha,toyama.kazuha@gmail.com,2004-03-08,3,19638549,Osaka
1659,Virgilia,virgilia@gmail.com,1996-09-22,9,13860606,Beika
1660,Levy McGarden,levy.mcgarden@gmail.com,2005-08-23,8,47308403,Magnolia
1661,Kuroba Kaito,kuroba.kaito@gmail.com,1999-09-09,9,7100189,Hakone
1662,Tainaka Ritsu,tainaka.ritsu@gmail.com,2001-01-15,1,21790197,Kyoto
1663,Sasha Blouse,sasha.blouse@gmail.com,1998-10-12,10,23303132,Uji
1664,Suzuki Jun,suzuki.jun@gmail.com,2007-07-17,7,44048778,Osaka
1665,Ushiromiya Eva,ushiromiya.eva@gmail.com,1996-12-26,12,26715736,Osaka
1666,Hirasawa Yui,hirasawa.yui@gmail.com,2003-08-23,8,46941126,Nagoya
1667,Kiryuu Moeka,kiryuu.moeka@gmail.com,2007-04-10,4,7388977,Ikebukuro
1668,Urushibara Ruka,urushibara.ruka@gmail.com,1998-02-17,2,5580427,Yokohama
1669,Sasha Blouse,sasha.blouse@gmail.com,1995-10-23,10,33474166,Uji
1670,Ushiromiya Jessica,ushiromiya.jessica@gmail.com,1997-08-28,8,26110612,Rokkenjima
1671,Shiina Mayuri,shiina.mayuri@gmail.com,2005-04-24,4,36230067,Akihabara
1672,Ushiromiya Ange,ushiromiya.ange@gmail.com,1998-01-14,1,15933268,Nagoya
1673,Edogawa Conan,edogawa.conan@gmail.com,2001-05-12,5,11373799,Shinjuku
1674,Lucy Heartfilia,lucy.heartfilia@gmail.com,2002-08-02,8,10624288,Yokohama
1675,Mirajane Strauss,mirajane.strauss@gmail.com,1996-02-28,2,18224270,Ikebukuro
1676,Kisaki Eri,kisaki.eri@gmail.com,2008-06-08,6,5926980,Uji
1677,Lucy Heartfilia,lucy.heartfilia@gmail.com,1995-06-16,6,30484885,Sendai
1678,Urushibara Ruka,urushibara.ruka@gmail.com,2001-03-25,3,24909472,Kyoto
1679,Farah Nae,farah.nae@gmail.com,2007-05-17,5,25177286,Fukuoka
1680,Virgilia,virgilia@gmail.com,1998-03-07,3,38160052,Kobe
1681,Ushiromiya Rudolf,ushiromiya.rudolf@gmail.com,1996-04-23,4,49505054,Kobe
1682,Tainaka Ritsu,tainaka.ritsu@gmail.com,2001-10-05,10,44890693,Hakone
1683,Levy McGarden,levy.mcgarden@gmail.com,2005-08-05,8,42682682,Yokohama
1684,Takagi Wataru,takagi.wataru@gmail.com,2005-09-17,9,37076352,Uji
1685,Miyano Shiho,miyano.shiho@gmail.com,2002-10-20,10,20942230,Yokohama
1686,Takagi Wataru,takagi.wataru@gmail.com,2004-06-21,6,10071455,Akihabara
1687,Nakagawa Natsuki,nakagawa.natsuki@gmail.com,1999-11-14,11,383069,Shibuya
1688,Tsukamoto Shuuichi,tsukamoto.shuuichi@gmail.com,2005-05-03,5,18847293,Yokohama
1689,Hijiri Kanade,hijiri.kanade@gmail.com,2004-04-21,4,6894822,Tokyo
1690,Ushiromiya Beatrice,ushiromiya.beatrice@gmail.com,2001-11-25,11,26704374,Beika
1691,Hange Zoe,hange.zoe@gmail.com,1998-08-06,8,15267920,Nagoya
1692,Hijiri Kanade,hijiri.kanade@gmail.com,2008-06-25,6,22868650,Osaka
1693,Levi Ackerman,levi.ackerman@gmail.com,1999-08-10,8,39678781,Akihabara
1694,Juvia Lockser,juvia.lockser@gmail.com,1998-12-28,12,8284955,Rokkenjima
1695,Ushiromiya Ange,ushiromiya.ange@gmail.com,2009-10-25,10,24379015,Osaka
1696,Kawashima Sapphire,kawashima.sapphire@gmail.com,2004-03-07,3,29010040,Tokyo
1697,Hakuba Saguru,hakuba.saguru@gmail.com,2009-10-05,10,48577129,Shinjuku
1698,Suzuki Sonoko,suzuki.sonoko@gmail.com,1999-01-23,1,28946383,Sapporo
1699,Amuro Tooru,amuro.tooru@gmail.com,2009-05-11,5,15332495,Kyoto
1700,Amuro Tooru,amuro.tooru@gmail.com,1995-09-02,9,334924,Kobe
1701,Ushiromiya Beatrice,ushiromiya.beatrice@gmail.com,1998-03-20,3,6651691,Tokyo
1702,Edogawa Conan,edogawa.conan@gmail.com,1999-01-24,1,29297926,Osaka
1703,Bertolt Hoover,bertolt.hoover@gmail.com,1999-09-08,9,933577,Ikebukuro
1704,Hijiri Kanade,hijiri.kanade@gmail.com,1996-10-15,10,31733117,Fukuoka
1705,Gray Fullbuster,gray.fullbuster@gmail.com,2007-04-21,4,29192304,Uji
1706,Annie Leonhart,annie.leonhart@gmail.com,1998-03-18,3,25314698,Yokohama
1707,Layla Heartfilia,layla.heartfilia@gmail.com,2007-11-22,11,19312072,Shinjuku
1708,Tsukamoto Shuuichi,tsukamoto.shuuichi@gmail.com,2000-11-08,11,28492462,Hakone
1709,Zeke Yeager,zeke.yeager@gmail.com,1997-03-20,3,35613677,Beika
1710,Elfman Strauss,elfman.strauss@gmail.com,1996-01-08,1,38563202,Beika
1711,Miyano Shiho,miyano.shiho@gmail.com,2005-12-09,12,30680237,Hakone
1712,Elfman Strauss,elfman.strauss@gmail.com,1996-07-28,7,40131042,Tokyo
1713,Akai Shuichi,akai.shuichi@gmail.com,1999-03-19,3,25731491,Tokyo
1714,Ronove,ronove@gmail.com,1995-07-01,7,19781818,Nagoya
1715,Ushiromiya Jessica,ushiromiya.jessica@gmail.com,2001-10-02,10,20550197,Fukuoka
1716,Wendy Marvell,wendy.marvell@gmail.com,2006-03-01,3,46009218,Nagoya
1717,Manabe Nodoka,manabe.nodoka@gmail.com,1995-10-22,10,40813541,Nagoya
1718,Akai Shuichi,akai.shuichi@gmail.com,2007-09-18,9,27507922,Beika
1719,Miyano Shiho,miyano.shiho@gmail.com,2009-10-07,10,25733782,Shibuya
1720,Nakano Azusa,nakano.azusa@gmail.com,2005-06-01,6,7333107,Ikebukuro
1721,Akiyama Mio,akiyama.mio@gmail.com,2005-07-19,7,9984971,Yokohama
1722,Sting Eucliffe,sting.eucliffe@gmail.com,1998-10-26,10,34309534,Ikebukuro
1723,Toyama Kazuha,toyama.kazuha@gmail.com,2006-04-26,4,10243727,Shibuya
1724,Ushiromiya Jessica,ushiromiya.jessica@gmail.com,2009-05-15,5,20244041,Shibuya
1725,Kotobuki Tsumugi,kotobuki.tsumugi@gmail.com,2003-09-12,9,35179821,Kobe
1726,Hirasawa Yui,hirasawa.yui@gmail.com,2007-11-20,11,36899390,Osaka
1727,Okabe Rintarou,okabe.rintarou@gmail.com,2001-06-24,6,16899815,Fukuoka
1728,Layla Heartfilia,layla.heartfilia@gmail.com,2009-03-04,3,46617877,Kyoto
1729,Kousaka Reina,kousaka.reina@gmail.com,2005-11-12,11,6751082,Magnolia
1730,Jean Kirstein,jean.kirstein@gmail.com,2006-08-02,8,769036,Osaka
1731,Edogawa Conan,edogawa.conan@gmail.com,2005-12-10,12,29307652,Uji
1732,Miyano Shiho,miyano.shiho@gmail.com,2008-07-24,7,12172370,Magnolia
1733,Gray Fullbuster,gray.fullbuster@gmail.com,1997-08-06,8,28849703,Ikebukuro
1734,Amuro Tooru,amuro.tooru@gmail.com,1999-07-20,7,44646781,Beika
1735,Lucy Heartfilia,lucy.heartfilia@gmail.com,2001-05-25,5,30275135,Yokohama
1736,Rogue Oro,rogue.oro@gmail.com,2000-07-21,7,42954908,Sapporo
1737,Bertolt Hoover,bertolt.hoover@gmail.com,1999-12-05,12,2529599,Nagoya
1738,Ushiromiya Battler,ushiromiya.battler@gmail.com,2005-06-27,6,23668087,Hakone
1739,Sera Masumi,sera.masumi@gmail.com,1999-09-19,9,23192668,Yokohama
1740,Hashida Itaru,hashida.itaru@gmail.com,1999-06-05,6,17742733,Kyoto
1741,Natsu Dragneel,natsu.dragneel@gmail.com,1995-04-02,4,2656932,Shinjuku
1742,Sting Eucliffe,sting.eucliffe@gmail.com,2007-01-08,1,31823055,Osaka
1743,Akai Shuichi,akai.shuichi@gmail.com,2003-05-07,5,23949196,Fukuoka
1744,Ushiromiya Kyrie,ushiromiya.kyrie@gmail.com,1998-01-19,1,43903455,Yokohama
1745,Levi Ackerman,levi.ackerman@gmail.com,2003-07-23,7,14529953,Yokohama
1746,Manabe Nodoka,manabe.nodoka@gmail.com,1996-06-27,6,44229846,Sendai
1747,Haibara Ai,haibara.ai@gmail.com,2001-08-28,8,1127088,Uji
1748,Hattori Heiji,hattori.heiji@gmail.com,1995-11-11,11,45874997,Kyoto
1749,Hijiri Kanade,hijiri.kanade@gmail.com,2002-07-18,7,41564922,Uji
1750,Jean Kirstein,jean.kirstein@gmail.com,2005-03-12,3,3865514,Tokyo
1751,Oumae Kumiko,oumae.kumiko@gmail.com,2004-02-07,2,22495561,Shibuya
